MUNICIPIO,LATITUD,LONGITUD,Producción (t),Crecimiento 2022,% Act. primarias municipio,% Act. secundarias municipio,% Act. terciarias municipio,pobl. con pregrado municipio,Valor agregado 2022,% pobl. con pregrado municipio,Peso relativo municipal en el valor agregado departamental (%),Producto
Municipio 905,4.038446925807975,4.407233072188376,7369,35.75364616945145,27,32,41,50,249713,4,54,arroz
Municipio 93,11.398287042199996,-45.19083577801996,8164,46.5384311376532,62,74,-36,6,694008,60,74,papa
Municipio 744,63.77212275343379,131.7236686639776,7325,8.403469411571779,1,87,12,18,520530,1,92,caña de azúcar
Municipio 347,-79.04255769396035,28.46953934840664,3622,3.9500474876556946,43,30,27,94,480154,40,64,frutas tropicales
Municipio 332,-4.9034343731073875,150.96269260880825,5498,28.868186387865425,76,80,-56,93,809277,3,86,arroz
Municipio 538,-18.700620314678247,4.54390282918132,675,34.305197254042994,90,46,-36,96,879081,49,96,papa
Municipio 261,14.831333674620893,-116.00245791845177,6281,22.636394185563162,92,61,-53,82,627499,43,79,tomate
Municipio 73,-76.68213784900482,-47.83574013653532,9418,25.319568474388877,14,87,-1,61,615612,78,17,yuca
Municipio 761,87.26293470111247,143.5830307265063,8613,16.399751259867042,76,66,-42,72,557123,55,10,yuca
Municipio 149,-80.4272979913489,-92.92711390912775,6008,47.86045327452268,31,30,39,81,333794,22,22,frutas tropicales
Municipio 273,39.04878984940461,-20.059525774790416,820,37.52268442982473,93,94,-87,49,167407,66,4,frutas tropicales
Municipio 113,-61.6940634095308,-81.04133141161569,5169,28.18089896421892,87,82,-69,83,534786,4,81,frutas tropicales
Municipio 722,-72.67663113110191,-15.499807559483827,5283,1.1639922217315968,48,57,-5,82,882110,28,34,café
Municipio 749,38.0332275514601,126.01564746767787,8901,6.9109320716781,40,26,34,6,899113,63,9,arroz
Municipio 291,-60.358526833856075,-12.515793933895907,3582,5.473498817237887,47,7,46,27,871891,42,37,otros
Municipio 578,0.5923834286665652,6.6462099038429585,6899,11.531740768546761,66,54,-20,52,331402,64,15,tomate
Municipio 929,-22.3648752472307,-113.27897847162822,6133,46.14905644498547,80,95,-75,46,651529,62,43,café
Municipio 72,72.72728898880794,74.66784878297454,3412,48.23928948034041,25,48,27,66,448422,68,73,papa
Municipio 393,-40.248503888619055,136.15978662260915,9642,27.195960034850252,14,31,55,98,628475,38,7,otros
Municipio 724,87.78755949556506,-150.06671696703,7483,16.095741686355403,3,7,90,88,638798,74,69,café
Municipio 973,-17.383931752466495,-36.186568918596436,8072,8.27247495351981,35,61,4,6,651134,60,17,otros
Municipio 45,25.70258376648806,-7.485845894087902,7243,32.733901849293986,56,87,-43,42,855587,65,95,tomate
Municipio 237,-73.27927415328034,28.03126557245568,9751,49.81969210037811,73,40,-13,8,292885,18,8,yuca
Municipio 864,38.35025257954592,-94.11927342736232,6930,45.18287335244205,94,66,-60,32,696994,32,17,arroz
Municipio 759,-14.868388318345424,91.7781978842363,8803,40.653287245737694,73,70,-43,33,883725,61,43,tomate
Municipio 544,79.69795794117539,169.59352344468772,6307,33.087763441647894,67,94,-61,20,825479,18,71,arroz
Municipio 970,-57.17033156839901,-118.75638683455108,6586,5.696197648333729,59,69,-28,33,648339,19,77,frutas tropicales
Municipio 156,-71.3825136464363,9.318324093922314,6648,5.846252178552685,58,82,-40,8,212065,15,44,arroz
Municipio 200,-13.748220795031372,22.03363977234025,3077,3.6968875070029936,79,91,-70,67,620971,32,64,otros
Municipio 100,55.20285750469773,52.82160892796074,1907,44.601487499718054,95,3,2,7,179161,19,84,caña de azúcar
Municipio 578,24.543624120828937,-153.082100928144,7115,33.293424174963135,47,95,-42,53,761233,97,68,papa
Municipio 126,-25.765987405489682,58.17313561871376,9945,43.22594529061599,26,29,45,13,144675,63,36,tomate
Municipio 720,-45.488271887599836,-136.42039704994588,1547,5.982357776506547,92,31,-23,77,469649,49,89,otros
Municipio 289,-12.965235075987735,89.37429455433636,1651,43.331555015008064,68,35,-3,64,704465,16,34,frutas tropicales
Municipio 443,32.064874878255964,134.75356396419443,6945,39.547061333215794,89,47,-36,24,891565,79,5,frutas tropicales
Municipio 47,46.376081899201864,92.28679455120732,8796,11.18632604695734,90,65,-55,88,995309,8,78,café
Municipio 915,-39.56774619124965,98.49170364542596,2259,46.93862362345016,77,59,-36,23,935083,0,68,papa
Municipio 878,-70.30391362175658,-71.36352340798068,7563,16.772267919764012,32,83,-15,92,781468,18,58,yuca
Municipio 306,-66.11744792667498,99.28560687407372,6271,15.488573309332393,9,56,35,13,419007,96,77,caña de azúcar
Municipio 883,-56.75701637122484,28.54188625194837,457,28.018437716724538,73,66,-39,0,441313,98,2,papa
Municipio 691,-51.02063470883228,115.9459340920456,4672,5.790171815562529,93,7,0,63,742352,47,81,arroz
Municipio 429,-13.630448847630888,-136.9556638847132,1297,45.832261465738604,94,21,-15,38,542065,26,65,arroz
Municipio 866,-80.85523826068244,-2.991173935718791,8588,3.778920920991069,80,24,-4,73,391299,93,67,otros
Municipio 614,40.328132883993334,46.87120305312325,3463,14.093716622386637,22,85,-7,9,529629,1,29,otros
Municipio 974,69.08168342351419,-131.80713940040152,4501,38.744275793299096,19,39,42,18,284143,80,49,papa
Municipio 448,-5.929782510967669,178.17753912347422,1533,4.9780079241198205,95,84,-79,76,486148,89,16,frutas tropicales
Municipio 930,73.31324287749257,-176.17716670848475,8384,47.42473669890333,51,81,-32,22,221718,60,20,caña de azúcar
Municipio 615,50.61623464224593,-173.26907780635455,4167,40.50238899210582,49,6,45,92,321965,67,54,papa
Municipio 336,4.355765311794528,174.94657621907618,2570,40.152101820526156,14,91,-5,47,420182,80,50,frutas tropicales
Municipio 950,-61.95921683060298,58.71328946069431,1180,25.685195452750865,10,12,78,17,181388,83,23,yuca
Municipio 984,57.948247989087946,-160.19892805617087,5904,9.269190171686631,84,8,8,24,617755,71,27,papa
Municipio 616,-66.60702661533888,-125.09794271532576,1058,36.80850930524584,4,38,58,77,583055,44,19,arroz
Municipio 998,2.113458506929163,-37.90443402743344,7959,30.99012587518289,78,82,-60,59,508161,69,25,arroz
Municipio 991,-44.89372364934996,-120.49194676025878,2536,8.298805183772966,44,59,-3,98,868962,74,85,frutas tropicales
Municipio 891,-6.17515459998404,12.894808427278775,1054,22.098210159741825,68,82,-50,45,493376,36,82,yuca
Municipio 290,20.96719146623326,93.64311065666709,6706,8.605435763277946,12,78,10,27,513129,81,68,tomate
Municipio 569,-85.34780919143164,-91.23070274878471,6701,37.521887449230654,50,87,-37,9,448037,13,89,otros
Municipio 74,-85.31232116822638,178.95489834420982,4646,39.709160148721615,3,2,95,41,236790,41,36,café
Municipio 939,62.90704972135882,-27.685322191984795,3743,11.75286073133346,5,59,36,63,891920,80,72,caña de azúcar
Municipio 810,15.267604283152991,176.55919193055234,2922,8.006922129424087,47,93,-40,28,828234,76,50,yuca
Municipio 426,83.90794164834742,36.43535437505426,8346,8.87600369882698,66,45,-11,69,352811,3,23,yuca
Municipio 993,-13.242279358967878,158.00113432160094,1866,28.56812435329486,81,56,-37,39,968013,37,78,tomate
Municipio 118,58.54793027864412,123.43911536336509,9870,7.983060931120872,28,8,64,70,394715,50,47,otros
Municipio 342,-64.64566096448874,168.21628922636705,1035,39.85232333047806,17,38,45,91,946515,9,54,café
Municipio 176,-84.11042736784587,-123.63290255651887,6885,12.015519175214584,22,13,65,18,988965,81,59,arroz
Municipio 472,-20.995191683705684,31.77499655730847,9139,26.60316790815938,33,26,41,16,612995,40,29,yuca
Municipio 767,-30.390880371023094,-34.22308105000849,4113,5.284964709731899,21,5,74,34,713944,78,92,papa
Municipio 554,-17.970355659099127,-29.440049592686336,5350,8.817382841477977,42,80,-22,67,354699,68,60,tomate
Municipio 134,74.06438633066517,-12.155650753459582,7538,11.242917567518585,45,90,-35,88,137259,85,66,arroz
Municipio 20,-67.98274374135566,24.262269803608177,2884,19.049086816227213,7,13,80,32,371282,11,93,caña de azúcar
Municipio 35,28.726896112795814,-137.39318460374187,7693,22.194364558786,8,87,5,22,969803,87,96,frutas tropicales
Municipio 260,28.817161544795084,126.917577454443,4309,3.2855859954404654,37,94,-31,51,806502,44,64,yuca
Municipio 229,-18.724811171015617,-81.01107785812712,2423,25.91460012803482,34,67,-1,68,340425,12,89,café
Municipio 301,49.60212853577042,-145.00502280757755,5587,20.761287568189918,49,25,26,44,429139,73,66,caña de azúcar
Municipio 350,-12.43674342024704,-88.99020930391889,9929,32.43035241818461,22,60,18,55,952724,84,67,yuca
Municipio 145,-62.48896281489273,-77.87763308154891,9740,21.783869537017114,0,86,14,35,624493,38,41,papa
Municipio 172,11.104563600229895,84.74243698148729,1436,35.73985477502369,85,71,-56,9,330609,10,10,caña de azúcar
Municipio 384,-20.763597468533305,168.42406283479983,1440,48.5084118816594,62,12,26,88,667635,86,27,papa
Municipio 378,59.32874816400246,-175.04377972679907,5056,14.983277591743354,49,73,-22,36,863192,85,29,yuca
Municipio 624,-21.261759533533308,73.06344101777478,1746,8.951837440778492,35,40,25,36,457493,3,50,yuca
Municipio 442,20.728560107205396,125.77780009783265,9108,36.84373763142162,31,59,10,12,118839,76,46,otros
Municipio 479,-49.56384337602639,130.34393617932943,3106,24.691379282511587,80,14,6,73,154164,27,56,arroz
Municipio 393,-82.04687187355047,-46.51071725830681,3846,31.12320984514844,83,41,-24,47,334028,70,41,otros
Municipio 299,-2.1245187863130184,120.1007602149474,5200,31.572150698024405,98,74,-72,27,776905,91,28,frutas tropicales
Municipio 566,-56.05367099635627,22.61080958959829,7484,28.218418006820833,56,17,27,45,676611,32,36,yuca
Municipio 251,37.39092678980653,-117.00176272396206,2197,42.72447331866419,2,88,10,75,289127,45,17,caña de azúcar
Municipio 132,13.391414304970795,113.08671635692332,4943,39.61642035038254,69,8,23,67,812228,69,63,frutas tropicales
Municipio 432,70.08084887339336,-75.50721909735248,2035,7.386797748151569,58,82,-40,84,531570,29,35,café
Municipio 475,58.06249577087269,-12.193357146802981,4768,15.993476543556111,62,69,-31,25,891369,3,15,frutas tropicales
Municipio 515,-26.69974075600387,132.97480609492982,9108,38.19202405728057,31,45,24,56,322781,80,87,otros
Municipio 265,-2.9800774030945973,-6.692773062710728,8168,15.08545072211459,42,7,51,3,596314,59,94,caña de azúcar
Municipio 42,33.75096742030391,39.42879940347649,9328,16.629282255617984,47,27,26,29,409360,10,20,otros
Municipio 394,-49.06074081727129,145.89958517340142,8405,18.2282419752817,4,36,60,90,387895,26,78,tomate
Municipio 716,88.75677121227866,136.15775007782702,5109,28.257523062023132,53,38,9,11,608429,4,26,café
Municipio 858,35.8412854890927,151.1723684804345,8544,33.67357672046239,48,75,-23,48,638715,66,78,arroz
Municipio 199,33.84530736988597,164.4322485039565,6835,28.872694006039612,34,89,-23,89,373995,91,79,arroz
Municipio 880,-50.59094946565331,126.69598469298808,9563,14.658316163606127,28,37,35,66,553226,24,28,tomate
Municipio 684,89.46217425252937,-176.83591333904022,9292,32.67854668096444,3,40,57,11,986015,42,83,yuca
Municipio 705,-59.6341863107704,164.28290793517988,5897,15.779804389436174,66,67,-33,95,189629,47,90,papa
Municipio 800,88.19369146027555,118.87394797889243,2533,32.43319409627058,12,99,-11,70,608928,37,89,arroz
Municipio 315,-81.58249166189226,0.35521822432093586,458,22.729975600091528,75,93,-68,98,426981,18,53,otros
Municipio 308,42.14640080170196,-108.75244485043963,835,11.54306313801776,45,13,42,52,470435,55,95,café
Municipio 731,61.06576692880191,-110.5301117810788,6127,16.14529982849672,35,47,18,60,758117,39,51,café
Municipio 196,-88.3575277473437,-160.7682601801979,5516,26.29535304149434,23,12,65,85,121812,23,88,caña de azúcar
Municipio 506,76.19889973867512,-154.57622666693516,623,42.671768963127846,20,77,3,11,379841,86,44,arroz
Municipio 375,-8.29044382577112,120.6808323723265,4755,40.44860548244172,32,55,13,13,652594,34,81,café
Municipio 127,82.67970597635383,-26.197259953945206,5984,25.159232360021942,13,71,16,13,783834,77,69,arroz
Municipio 206,84.37556756110152,-47.61783531797235,199,17.11499819292513,97,39,-36,86,570548,50,60,otros
Municipio 31,-45.07554982168947,-17.912438604615318,1452,42.91258447122386,29,75,-4,26,141559,18,89,otros
Municipio 188,-60.322054668501984,-115.70323078507992,1984,19.706920108460164,91,36,-27,71,809148,18,40,café
Municipio 192,45.71712480579865,121.01846006203073,5169,24.092620220545736,11,15,74,55,690853,48,96,frutas tropicales
Municipio 805,-28.974325059249765,-25.690108984038716,2501,34.77506540031309,92,73,-65,10,323090,58,23,papa
Municipio 454,-43.26500926525165,-57.52337850618346,9631,30.968317292396375,0,35,65,53,391447,83,2,otros
Municipio 682,-28.666694576545943,39.8552599220173,5580,18.02507311462967,5,58,37,74,497427,55,16,tomate
Municipio 260,22.631978413635252,104.77534995001452,9148,5.331460260847703,37,54,9,21,827604,43,67,frutas tropicales
Municipio 600,20.831721052310556,-123.03729840109787,7669,17.965607696300506,99,79,-78,62,390899,37,68,arroz
Municipio 714,-57.399467219147404,-154.4919545471893,4678,9.845215023801929,36,81,-17,81,595919,0,88,tomate
Municipio 281,33.7495101872276,12.829388796740403,7649,30.484530494902746,13,26,61,92,212436,73,10,papa
Municipio 276,-56.69734495242737,-106.97829481710748,5534,34.87816471010878,23,51,26,8,238193,50,64,papa
Municipio 528,-59.72212161473627,-76.41665149043865,1471,38.53887841540429,64,53,-17,58,946164,93,18,yuca
Municipio 182,-26.56593394511186,-140.67340634251522,7611,20.845758747812603,61,50,-11,96,680150,99,70,tomate
Municipio 11,-78.0932362990746,123.9344259456683,9199,31.523955862820102,88,83,-71,3,252824,88,2,frutas tropicales
Municipio 462,83.89978670333375,-98.36119367743403,3140,5.71078314970025,69,39,-8,80,966802,96,45,otros
Municipio 565,44.973646821465934,113.80628390587486,5511,48.10062361262388,21,79,0,10,393556,60,46,arroz
Municipio 32,-9.64485421584537,116.53003754076099,928,26.987868904370497,81,59,-40,83,580817,71,42,yuca
Municipio 332,39.576272519534854,-13.613835353228524,470,46.60521956632254,22,22,56,34,578000,44,37,otros
Municipio 38,19.83034777969955,-94.48778603572089,9987,2.250968060590658,24,19,57,85,364577,80,88,frutas tropicales
Municipio 669,44.663627390085935,-10.32894671017712,3677,18.222454185208914,88,94,-82,42,360013,52,13,otros
Municipio 309,67.32502734383718,-153.8974001672966,4576,7.566168073030494,39,70,-9,27,900634,73,53,papa
Municipio 886,53.74974351986609,159.10238424538926,2496,36.975957446576516,84,72,-56,29,266978,44,37,café
Municipio 529,13.327285953082793,91.97721689853972,8329,38.96041374568694,57,18,25,37,844249,16,1,papa
Municipio 143,-52.089399869543975,22.05644018233866,4684,45.236941179690355,46,55,-1,52,943875,75,89,arroz
Municipio 200,-5.442223243312611,153.20871590556362,2966,49.16166404292333,70,85,-55,82,273542,38,68,yuca
Municipio 784,-38.50176260338535,-72.52497045772265,9155,10.49678714522695,45,43,12,96,916655,42,97,frutas tropicales
Municipio 589,-70.83525131385954,105.62286863175768,5015,18.30721365406046,59,13,28,6,468938,20,83,frutas tropicales
Municipio 56,43.28420371070271,-79.96793319870629,707,33.00066151292769,15,11,74,40,883722,99,13,tomate
Municipio 279,-52.49434281816479,135.91964685103835,6829,13.26437884831851,44,56,0,60,577861,64,7,otros
Municipio 334,-61.74250874385743,114.97766561526316,6692,2.717315769143025,38,99,-37,97,742243,10,64,frutas tropicales
Municipio 520,14.151427032416805,88.5339240864123,2005,20.291416514793003,73,11,16,13,353346,8,24,yuca
Municipio 817,-11.48263748631382,-18.045988703135805,2186,15.504249719322294,12,50,38,82,297046,40,62,papa
Municipio 672,86.90085392530321,-4.6042537114565505,9936,12.205978705052194,85,81,-66,49,819037,48,65,otros
Municipio 777,-59.10336417048052,134.94226921653456,571,2.7396838819344795,69,16,15,69,143797,76,39,café
Municipio 675,-14.0734540728386,-147.78648636065665,5625,40.15751371960093,15,33,52,2,897925,98,37,caña de azúcar
Municipio 262,87.63613987907803,3.204086337436763,9279,10.56316251679615,89,32,-21,95,618044,41,68,arroz
Municipio 61,-79.24073002436006,27.626652915852077,1110,24.111621095396103,32,84,-16,32,818401,92,62,yuca
Municipio 429,70.18311629631881,68.45992853348972,358,20.44439625312084,17,76,7,84,206786,5,22,caña de azúcar
Municipio 638,75.29094705456467,153.26784557964498,1521,35.17975789050213,37,62,1,32,186364,86,77,frutas tropicales
Municipio 31,-35.17462903784115,142.18940779624722,8787,30.698986072758554,44,89,-33,55,391236,86,88,tomate
Municipio 187,58.00717179904106,-57.13778890760953,3251,45.48425029184464,85,72,-57,3,719296,39,76,papa
Municipio 581,-22.989886374456944,12.929445248191286,7795,42.16325276847055,73,66,-39,91,576459,6,4,tomate
Municipio 924,-15.179879556944414,-91.36069520897298,6285,20.697959277256672,0,49,51,12,402223,66,52,papa
Municipio 746,-28.02879918003793,-0.6350759892680458,7847,47.45243873761213,38,5,57,50,734794,94,51,yuca
Municipio 26,-23.623538367360695,-76.96897463194331,1955,30.171443667417623,98,8,-6,81,994965,16,63,tomate
Municipio 411,-58.459347671621714,-178.17748491678697,4432,19.944166108047245,34,93,-27,88,385791,53,83,tomate
Municipio 45,-71.00711619241659,-138.0009819697589,6026,27.466809865265457,32,55,13,13,225415,87,2,yuca
Municipio 709,8.24485845581168,-15.587259891134323,6211,42.82940270313426,52,69,-21,90,724116,32,17,otros
Municipio 381,-74.58789109593401,142.04266500920545,5534,7.821237517956625,67,90,-57,9,524980,27,67,otros
Municipio 82,85.5868466081283,-119.66121263449708,3478,14.025872838539932,7,82,11,6,514051,86,67,frutas tropicales
Municipio 939,42.04008362325635,114.8871411793366,9003,1.8462097660689014,31,63,6,18,524703,36,64,frutas tropicales
Municipio 74,2.4134649267827797,37.61851264067411,8674,25.57183316658684,82,72,-54,38,669963,40,9,frutas tropicales
Municipio 527,60.60204726435032,-122.86974828882,7112,45.657063340463296,99,74,-73,60,955191,31,8,caña de azúcar
Municipio 377,18.003618092575593,-170.04724561216364,9925,48.649782076859616,89,45,-34,17,752295,79,27,otros
Municipio 303,71.74609508298587,24.566126629470688,1940,0.8231756047011651,43,63,-6,39,143898,79,80,café
Municipio 846,-61.88039091921739,-99.86665375292768,8647,18.089663379373732,0,74,26,88,912187,85,85,frutas tropicales
Municipio 376,-3.6314406172795657,1.79642098100814,7358,36.134022543420926,48,7,45,93,369344,41,16,yuca
Municipio 632,-68.97477254014836,20.072453837779307,9832,40.49359552424619,78,12,10,29,314231,72,31,frutas tropicales
Municipio 778,-72.26600382763634,-50.41005329006447,3090,33.41029988066881,91,48,-39,4,870492,13,1,yuca
Municipio 807,-33.50496263665917,137.77080099291737,558,34.56437558204885,36,63,1,42,729177,70,41,café
Municipio 880,31.869911672315993,-140.5652116707752,9037,30.137925719951486,75,25,0,85,745674,73,7,arroz
Municipio 238,-30.906244738441643,161.40699439444586,329,31.360542144936183,26,22,52,75,481921,5,34,caña de azúcar
Municipio 551,28.21934877259774,17.106620295505365,7543,20.399183457418356,5,84,11,9,691327,77,53,yuca
Municipio 156,46.05883560290394,2.3574844863573787,9274,38.93237762426989,1,52,47,93,249599,9,85,yuca
Municipio 699,4.678817357818261,-41.8250915263948,1417,11.355050170450593,57,5,38,80,796505,57,33,yuca
Municipio 333,-27.809337435951747,134.51768672288887,7863,37.331589425537985,49,47,4,7,839899,43,41,café
Municipio 139,-42.5296262432201,174.5862609653517,4035,10.254791918407152,75,77,-52,78,373179,10,98,papa
Municipio 784,47.00790672417514,120.97654692478898,5978,15.093895839476518,10,82,8,36,823456,26,46,caña de azúcar
Municipio 327,-71.4967145967745,127.46819840100244,8932,9.30294349969995,85,77,-62,49,666568,90,57,otros
Municipio 807,-20.032722551159466,-53.74011700333688,2888,40.20244608551044,38,78,-16,35,982675,38,80,otros
Municipio 666,-36.25691042577618,-50.13285368711573,166,7.994830070197106,19,74,7,2,826455,60,64,otros
Municipio 723,-2.2545586790577516,174.65862728394558,9166,40.975881750992635,43,27,30,95,444077,85,3,yuca
Municipio 404,9.328470792220742,-5.214666592085905,2762,37.62716039771754,64,28,8,56,405644,54,30,caña de azúcar
Municipio 659,29.390126408074224,70.58080732142969,672,34.47664194349313,83,84,-67,77,332113,12,49,frutas tropicales
Municipio 420,12.97179574170329,-80.04235505490036,1261,19.715803923075477,99,61,-60,66,671081,6,10,arroz
Municipio 287,-42.03815050680228,61.40215261090714,5552,45.454327786324114,5,54,41,82,945338,2,19,yuca
Municipio 920,-88.32584261752903,-5.692469568321712,7714,40.544892443273724,60,86,-46,1,886025,78,12,café
Municipio 925,82.72859880647823,-121.79978264938839,2536,25.139377881524627,61,96,-57,58,564929,1,43,caña de azúcar
Municipio 258,15.202299376560774,1.2353409381252334,2883,22.75491912290081,10,46,44,9,749909,44,75,tomate
Municipio 834,-77.75109533539047,-27.633909057968367,539,25.450905761605114,2,36,62,32,851120,77,60,yuca
Municipio 410,-44.32691363773669,-61.157651649878474,7157,25.238017543688642,56,2,42,32,497525,13,63,yuca
Municipio 872,38.21396046630795,-122.09939621707264,1658,45.0686466900077,53,20,27,59,747892,30,35,caña de azúcar
Municipio 869,11.01040880337672,26.827097640544622,6896,32.5197895349077,72,67,-39,95,727662,92,11,papa
Municipio 316,0.11550702631976151,87.80057229140886,7393,21.030407008834345,99,83,-82,92,266250,13,32,tomate
Municipio 479,50.593726823084836,-95.69470597596214,8871,21.712461885221984,10,3,87,32,534761,49,34,yuca
Municipio 594,-43.10541681293752,30.638783729366367,3324,47.323917658803424,70,19,11,83,212015,7,46,frutas tropicales
Municipio 341,88.55681633945065,141.8926670417684,9227,4.291424425467005,84,54,-38,5,574879,48,29,frutas tropicales
Municipio 675,-13.443532628294108,104.06088560209372,6707,6.6341746632919305,87,49,-36,12,106661,86,66,café
Municipio 767,29.463827051284284,54.73350016500814,7155,24.35982359900377,88,49,-37,79,211846,72,47,caña de azúcar
Municipio 289,20.00739964532643,71.81830664987916,8112,49.44945159053034,29,51,20,83,949774,5,17,otros
Municipio 217,77.09737335743657,-83.8915995453882,4822,41.498386727824546,60,61,-21,70,707741,50,86,papa
Municipio 840,-50.30460480540423,-104.99205147178877,5636,41.492683759518,19,58,23,59,902961,14,46,caña de azúcar
Municipio 450,-8.804791393881615,123.01774238450878,857,13.45191912922507,38,82,-20,97,549289,70,79,tomate
Municipio 373,26.32483242535639,158.99597064643564,3423,45.40552660410478,96,72,-68,28,477170,58,94,papa
Municipio 137,-2.9707669273256414,92.69811109753101,6130,12.906979680594588,20,55,25,22,561468,49,33,otros
Municipio 166,67.06749335099079,141.61083511463397,9255,18.231007031197116,14,40,46,77,886198,28,39,papa
Municipio 520,-38.686384475415984,-3.1847803129683143,9253,2.896802450508723,84,35,-19,51,842125,38,91,papa
Municipio 625,31.167434509445073,111.99294414020198,8111,39.885151335638355,85,44,-29,75,328054,72,25,yuca
Municipio 679,13.160754541338875,-102.16044385517058,2348,49.37602324324576,57,88,-45,71,937806,79,8,café
Municipio 417,-10.028604901373342,7.091966496850034,6090,4.046956712645555,76,18,6,57,329566,64,55,papa
Municipio 962,-88.9901732137366,60.00974903979352,6073,31.30083037807958,61,62,-23,67,576262,84,72,tomate
Municipio 815,-82.67518696453459,-87.40313451651626,6038,31.63650828066909,57,16,27,75,652539,72,9,caña de azúcar
Municipio 92,-10.766729103775617,-55.95434852078833,5787,48.351217782858804,87,76,-63,78,862439,30,45,caña de azúcar
Municipio 863,-49.06119661145377,-66.82452203844652,3800,49.636260998691625,44,66,-10,10,182414,3,48,caña de azúcar
Municipio 618,65.15537398469039,72.08890904871714,6696,21.15643491309977,59,94,-53,17,513644,91,85,arroz
Municipio 575,60.564834637995375,81.06787188341406,7183,1.0861449801636225,45,10,45,22,164006,99,34,otros
Municipio 573,84.37341847875129,-122.37674665649286,8836,11.817532351009474,10,78,12,97,376720,35,65,arroz
Municipio 11,22.82283033100596,-65.77285530452367,3218,29.661961088063173,58,35,7,52,774167,15,50,arroz
Municipio 634,24.286225387659087,-21.87314529086055,8682,30.41211570713296,13,25,62,47,150234,98,9,café
Municipio 359,-74.81882907205059,10.64557610298516,8419,3.262052736320359,66,15,19,88,496829,85,25,arroz
Municipio 618,-54.827563972897835,117.30246706660398,5206,13.803300778188198,48,99,-47,37,186794,56,28,caña de azúcar
Municipio 638,-39.957341807657194,-88.8577327505286,3488,6.546218621197175,36,44,20,95,333580,14,46,papa
Municipio 867,-20.13248494746864,-132.40330083329712,2730,36.51056635435197,70,77,-47,62,256147,26,24,café
Municipio 881,69.60452604042075,-131.03582680507247,5768,27.2036791175723,67,41,-8,95,565091,78,18,frutas tropicales
Municipio 504,56.1594797262091,-40.418099270886984,2632,24.41825852707482,41,77,-18,6,565532,40,84,caña de azúcar
Municipio 836,-28.371490878290246,96.35817690140192,257,13.607576848217462,54,7,39,68,713475,25,51,café
Municipio 659,-60.958137700084364,41.33113259534426,7520,7.861661504150019,30,89,-19,9,567370,22,30,yuca
Municipio 926,39.63062315107592,128.8978047353978,8012,3.5436976262280484,26,21,53,42,387996,39,15,tomate
Municipio 951,87.48856064725223,117.24442550513118,2451,2.694575256907367,29,69,2,86,934825,53,74,caña de azúcar
Municipio 691,-48.75427379388438,55.095968430897756,9984,0.47766967840687236,90,11,-1,39,275110,13,14,tomate
Municipio 766,-85.07179941252276,-33.4655621934441,1637,2.337158928947103,31,25,44,34,332368,85,38,frutas tropicales
Municipio 961,-49.0055550482232,-73.63162227671543,3627,21.68231292902478,66,48,-14,27,542017,2,22,caña de azúcar
Municipio 208,-70.58205946767632,-18.241426228887292,3354,40.325009353645434,44,70,-14,38,510517,78,23,frutas tropicales
Municipio 349,-26.99795623874885,28.986335956644496,217,39.76522063855171,24,5,71,5,156236,18,96,otros
Municipio 817,-30.082322818525043,154.84881060772483,9274,11.906388102672599,67,62,-29,51,165548,95,26,tomate
Municipio 101,-40.43070068785539,120.27682160627222,7697,13.967652261456681,2,44,54,73,299237,76,99,papa
Municipio 246,16.472398970555076,-141.47765080728277,5248,42.89378742877261,91,18,-9,19,838636,66,49,café
Municipio 379,-18.656914427526615,-122.92634038380805,3362,1.2599139493502776,93,33,-26,84,202674,71,76,otros
Municipio 224,-31.27596184907258,50.74385699264292,1253,1.2696771707833898,94,23,-17,27,658433,57,99,otros
Municipio 878,-28.331106132617045,-178.9074352417211,881,21.345781666599777,90,67,-57,60,281224,9,27,papa
Municipio 516,49.002657190744515,77.02189253880431,5987,17.55877936735445,69,1,30,3,241667,74,97,café
Municipio 724,-71.73856519551885,12.066005925551679,2690,15.897121507783929,26,33,41,96,498111,74,74,arroz
Municipio 974,-18.75503845966948,-172.43065029920834,7525,16.451152991770012,47,68,-15,58,676052,99,13,otros
Municipio 799,-16.19295975900397,-56.2041355142582,8785,49.33888264145496,98,28,-26,64,219353,14,75,yuca
Municipio 737,9.458306504588236,120.09914984222769,7953,27.50275067232449,66,1,33,35,327139,74,87,frutas tropicales
Municipio 678,-39.42545163297059,-139.50043532345376,6843,9.621922200122857,24,51,25,5,871785,32,57,café
Municipio 216,-14.469000356598997,122.92837022361476,9251,5.749058580243959,72,10,18,89,485411,75,51,otros
Municipio 669,-80.85870018385098,44.88066783684849,8388,22.38646950312467,38,40,22,86,898457,0,85,yuca
Municipio 835,-31.47453651997173,117.70572407861664,578,14.62779245957858,46,63,-9,33,670624,69,23,arroz
Municipio 95,68.97254585610372,132.38683442585778,6065,1.5495562134858032,56,54,-10,67,871123,4,96,café
Municipio 354,57.953398100229236,45.40187979111835,1828,35.057570176929325,50,7,43,33,942332,94,54,café
Municipio 151,25.33875827611554,-7.154793545043617,5545,25.45289392679482,39,24,37,87,237295,36,53,otros
Municipio 64,68.41870940740941,-132.87028304660654,4705,24.259431773931993,14,16,70,36,228922,57,13,frutas tropicales
